Kodas,Pavadinimas,Aprašas,"Pagrindinės užduotys","Būdingos kompetencijos"
134604,"Mažosios verslo paslaugų įmonės vadovas (finansinės ir draudimo paslaugos)","Valdo mažąją verslo paslaugų įmonę, specializuojasi teikti finansines ir draudimo paslaugas. Užtikrina efektyvų operatyvinį veiklos valdymą, klientų aptarnavimą ir verslo plėtrą.","• plečia įmonės veiklą, kuria strategijas naujiems rinkos segmentams; • valdo finansinių ir draudimo paslaugų teikimą bei klientų ryšius; • prižiūri finansinę įmonės būklę, rengia biudžetą ir ataskaitas; • vadovauja komandai, skatina darbuotojų tobulėjimą, organizuoja mokymus; • seka naujus finansų ir draudimo sektoriaus teisės aktus ir reglamentavimą.","• identifikuoti rinkos galimybes ir konkurencinę aplinką, planuoti ilgalaikę verslo strategiją ir tikslus; • rengti finansinius planus, įvertinti investicijų pelningumą ir riziką; • kurti ilgalaikius santykius su klientais, suprasti klientų poreikius ir pasiūlyti tinkamus sprendimus; • sudaryti veiklos komandą ir jai vadovauti, paskirstyti užduotis ir valdyti išteklius; • interpretuoti ir taikyti teisės normas verslo veiklai, identifikuoti ir mažinti teisinę riziką."
134690,"Kiti finansinių ir draudimo paslaugų padalinių vadovai","Planuoja, koordinuoja finansines ir draudimo paslaugas teikiančių tokių institucijų, kaip bankai, taupomosios kasos, kredito unijos ir draudimo bendrovės, padalinių veiklą ir jai vadovauja. Konsultuoja klientus ir teikia jiems pagalbą finansiniais ir draudimo klausimais.","• planuoja, koordinuoja padalinio darbuotojų veiklą ir jai vadovauja; • užmezga ir palaiko ryšius su privačiais ar verslo klientais; • teikia konsultacijas ir pagalbą klientams teisės, finansinių ir draudimo poreikių klausimais bei aktų pakeitimų, kurie gali daryti poveikį klientams, klausimais; • nagrinėja, vertina ir tvarko paskolų ir draudimo paraiškas; • stebi kredito pratęsimo sprendimus.","• atlikti finansinius tyrimus; • prižiūrėti grynųjų pinigų srautus ir finansines priemones; • patvirtinti ar atmesti komercinio kredito linijas, nekilnojamojo turto ir asmenines paskolas; • bendradarbiauti su kitais įmonės padaliniais; • valdyti biudžetą, kontroliuoti išlaidas ir užtikrinti veiksmingą išteklių naudojimą.  "
134901,"Kultūrinės veiklos padalinio (muziejaus, meno galerijos, bibliotekos ir pan.) vadovas","Atsako už kultūrinių renginių, parodų, koncertų ar kitų kūrybinių veiklų organizavimą ir valdymą.","• planuoja ir organizuoja kultūrinius renginius, parodas, koncertus ir kitas meno bei pramogų veiklas; • vadovauja kūrybiniam personalui, užtikrina, kad visi darbai būtų atlikti laiku ir kokybiškai; • valdo biudžetą ir išteklius, susijusius su kultūrine veikla, ir siekia finansinio efektyvumo; • rūpinasi ryšiais su visuomene, reklamuoja ir plėtoja įstaigos veiklą; • stebi kultūros ir meno tendencijas bei naujoves, tobulina veiklos kokybę.","• suprasti skirtingas meno formas ir kultūros reikšmę visuomenei, išmanyti istorines ir šiuolaikines meno tendencijas bei kultūrinius kontekstus; • vadovauti komandai, skatinti bendradarbiavimą ir pasiekti bendrus tikslus; • koordinuoti kompleksines kultūrines veiklas; • suprasti rinkodaros strategijas ir būdus pasiekti įvairius auditorijos sluoksnius; • palaikyti ryšį su žiniasklaida, rėmėjais ir visuomene."
134902,"Kultūros įstaigos (muziejaus, meno galerijos, bibliotekos ir pan.) vadovas","Planuoja ir organizuoja kultūros, pramogų ir sporto įstaigų veiklą. Steigia ir plėtoja pramogų parkus, vaikų pramogų miestelius, žaislotekas, rekreacijos sales. Koordinuoja festivalių, konkursų, švenčių, pramoginių renginių organizavimą. Šios profesijos atstovas yra ir vadovo pavaduotojas.","• vadovauja įstaigai, nustato ilgalaikę viziją; • organizuoja ir stebi renginius, parodas ir veiklą; • koordinuoja personalą ir finansus; • derasi su rėmėjais ir partneriais; • rūpinasi įstaigos prestižu ir viešumu.","• sukurti ilgalaikę strategiją, nustatyti tikslus ir veiksmingai jais vadovautis, numatyti rizikas ir galimas kryptis; • kurti ir skatinti komandos veiklą, motyvuoti darbuotojus, skatinti naujoves ir kūrybiškumą; • veiksmingai bendrauti su darbuotojais ir partneriais; • kurti kultūros įstaigos įvaizdį, efektyviai pasiekti įvairią auditoriją bei rinkos segmentus ir palaikyti su jais ryšius; • analizuoti informaciją, vertinti galimas alternatyvas ir priimti efektyvius sprendimus.  "
134903,"Teisėsaugos įstaigos pamainos vadovas","Atsako už organizuotą saugumo personalo veiklą, pamainos tvarkos palaikymą ir rizikos valdymą įstaigoje, laikosi saugumo protokolų, išmano teisės aktus, reglamentuojančius saugumo veiklą, rengia ataskaitas apie pamainos veiklą.","• organizuoja saugumo personalo darbą pamainoje, bendradarbiauja su komanda; • stebi įstaigos teritoriją ir patalpas saugumo tikslais; • koordinuoja veiksmus įvykus pavojingiems įvykiams arba incidentams; • rūpinasi saugumo protokolų laikymusi ir taisyklių įgyvendinimu; • rengia ataskaitas apie pamainos veiklą ir saugumo padėtį.","• gebėti bendradarbiauti su komanda ir jai vadovauti; • išmanyti saugumo protokolus ir rizikos valdymą; • gebėti organizuoti ir palaikyti tvarką įstaigoje; • sugebėti veiksmingai reaguoti į skubius įvykius; • išmanyti teisės aktus, reglamentuojančius saugumo veiklą."
134904,"Teisėsaugos įstaigos padalinio vadovas","Vykdo tiesioginio vadovo ar kitų įgaliotų asmenų paskirtas darbo užduotis, kontroliuoja jam pavaldžių darbuotojų darbo eigą ir kokybę. Planuoja, organizuoja, koordinuoja ir kontroliuoja padalinio darbą, asmeniškai atsako už šiam padaliniui priskirtų uždavinių ir funkcijų įgyvendinimą.","• planuoja ir koordinuoja operatyvias veiklas saugant visuomenę nuo nusikalstamos veiklos; • vadovauja padaliniui priklausantiems pareigūnams ir juos moko, užtikrina jų kompetenciją; • organizuoja tyrimus, įrodymų rinkimą ir ataskaitų pildymą; • bendradarbiauja su kitais teisėsaugos subjektais ir valdžios institucijomis; • užtikrina, kad visos veiklos atitiktų teisės aktus ir procedūras.","• kurti ilgalaikius veiklos planus, analizuoti situaciją, nustatyti prioritetus; • valdyti ir motyvuoti komandą, skatinti bendradarbiavimą; • vadovauti veiklai, laikantis teisės normų ir procedūrų; • identifikuoti rizikas, susijusias su teisėsaugos veikla, užtikrinti visuomenės ir personalo saugumą; •analizuoti sudėtingą informaciją ir daryti pagrįstus sprendimus."
134905,"Mažosios kultūros įstaigos (muziejaus, meno galerijos, bibliotekos ir pan.) vadovas","Koordinuoja ir valdo mažosios kultūros įstaigos veiklą, skatina vietinę kultūrą ir meną.","• planuoja ir organizuoja kultūrines programas; • vadovauja personalui, skatina komandinį bendradarbiavimą; • rūpinasi biudžeto valdymu ir išteklių paskirstymu; • bendradarbiauja su vietos bendruomenėmis ir partneriais; • vertina įstaigos veiklos efektyvumą ir siūlo tobulinimo priemones.","• kurti ir įgyvendinti ilgalaikius tikslus bei strategijas, atsižvelgiant į kultūros įstaigos vertybes ir viziją; • kurti ir palaikyti ryšius su vietiniais kultūros veikėjais, bendradarbiauti projektuose, organizuoti renginių programas; • prisitaikyti prie kintančių kultūros tendencijų ir rasti unikalius būdus pritraukti auditoriją; • bendrauti su skirtingomis suinteresuotosiomis grupėmis, įvertinti kompetencijas ir skatinti individualų augimą; • vadovauti įstaigos personalui, skatinti jo veiklumą ir tobulėjimą."
134906,"Teismo padalinio vadovas","Planuoja ir organizuoja teisinį procesą, prižiūri jo eigą, vertina rezultatus, numato jo tobulinimo būdus, reikalauja griežtai laikytis darbo drausmės, formuoja darbo kolektyvą, vykdo priežiūrą ir fiksuoja rezultatus.","• koordinuoja kasdienę teismo padalinio veiklą ir užduotis; • sudaro darbo grafikus ir paskirsto užduotis teismo darbuotojams; • stebi, kad teismo sprendimai būtų vykdomi laiku ir efektyviai; • rūpinasi, kad teismo dokumentacija būtų tvarkinga ir tinkamai saugoma; • bendradarbiauja su kitais teismų vadovais ir valdymo institucijomis.","• valdyti ir koordinuoti teismo padalinio veiklą; • vadovauti komandai, skatinti bendradarbiavimą ir motyvaciją, skirstyti atsakomybes; • suprasti teisinę sistemą, efektyviai koordinuoti teismų veiklą ir spręsti problemas; • bendradarbiauti su skirtingų sričių specialistais, teismo darbuotojais ir visuomene; • analizuoti sudėtingą informaciją, identifikuoti problemas ir rasti sprendimus, suvaldyti ir spręsti skirtingų pobūdžių konfliktus."
134907,"Prokuratūros padalinio vadovas","Turi prokuroro įgaliojimus veikti teismuose pagal generalinio prokuroro ar jo pavaduotojo nustatytą kompetenciją, gali panaikinti prokuroro priimtą proceso nutarimą, priimdamas motyvuotą nutarimą. Koordinuoja ir valdo prokuratūros veiklą tam tikrame padalinyje, atsako už efektyvų teisėsaugos procesą ir teisminį valdymą.","• vadovauja prokuratūros veiklai padalinyje ir ją koordinuoja; • analizuoja teisinius klausimus ir teikia teisėtumo išvadas; • prižiūri tyrimus ir teisminius procesus; • bendradarbiauja su kitomis teisėsaugos ir teismų institucijomis; • užtikrina, kad prokuratūros veiksmai būtų atliekami sklandžiai ir efektyviai.","• analizuoti sudėtingas teisines situacijas ir pateikti tinkamas teisines išvadas; • vadovauti komandai, skatinti bendradarbiavimą ir spręsti konfliktus; • analizuoti teisinius dokumentus, faktus ir įrodymus, iš jų daryti išvadas, identifikuoti svarbiausias klausimus; • perduoti informaciją, kalbėti viešai, derėtis su partneriais ir rengti oficialius dokumentus; • ieškoti alternatyvių sprendimo būdų ir priimti tinkamus sprendimus."
134990,"Kiti kitur nepriskirti profesionaliųjų paslaugų srities vadovai","Kiti paslaugų srities vadovai (pavaduotojai), kurie neišvardyti 1349 pogrupyje „Kitur nepriskirti profesionaliųjų paslaugų srities vadovai“ ir kurie planuoja, koordinuoja ir vertina specializuotų profesionaliųjų ir techninių paslaugų teikimą bei jam vadovauja.","• valdo tarnybą, įstaigą, organizaciją ar centrą ir jiems vadovauja; • rengia, įgyvendina ir stebi darbuotojams skirtas procedūras, veiklos kryptis ir standartus; • vadovauja profesionaliųjų paslaugų srities darbuotojų darbinei veiklai, ją prižiūri ir vertina; • stebi ir vertina paslaugoms teikti skirtus išteklius; • planuoja biudžetą, rengia ataskaitas, kontroliuoja išlaidas reikmenims, įrangai ir paslaugoms.","• planuoti, koordinuoti paslaugų teikimo veiklą; bendradarbiauti su kitomis paslaugas panašiose srityse teikiančiomis organizacijomis; • vadovauti paslaugų teikimo veiklai; • valdyti biudžetą, kontroliuoti išlaidas, užtikrinti veiksmingą išteklių naudojimą; • prižiūrėti darbuotojų atranką, mokymus ir veiklą."
141101,"Apgyvendinimo įmonės vadovas","Valdo apgyvendinimo paslaugas teikiančios įmonės veiklą ir prižiūri, kaip įgyvendinama jos veiklos strategija. Vadovauja darbuotojams, tvarko finansinę apskaitą ir organizuoja veiklą, valdo įmonės žmogiškuosius išteklius, finansus, rinkodarą ir veiklą. Šios profesijos atstovas yra ir vadovo pavaduotojas.","• sprendžia problemas, nustato planavimo, organizavimo, vadovavimo prioritetus ir vertina veiklos rezultatus; • užtikrina kainų konkurencingumą, nustato produkto ar paslaugos pajamas, stebi konkurentų kainas ir analizuoja rinkos strategijas, sąlygas ir pokyčius; • prižiūri visus darbuotojus ir procesus, laikosi sveikatos, saugos ir higienos standartų; • prižiūri apgyvendinimo pajamas, stebi, prognozuoja ir reaguoja į klientų elgseną; • planuoja darbuotojų darbą ir veiklą, duoda nurodymus, motyvuoja, stebi ir vertina, kaip darbuotojai vykdo savo pareigas.","• atrasti problemų sprendimo būdus; • nustatyti konkurencingas kainas; • užtikrinti sveikatos saugos ir higienos standartų laikymąsi; • valdyti apgyvendinimo pajamas; • vykdyti personalo valdymo veiklą.  "
141102,"Apgyvendinimo įmonės padalinio vadovas","Planuoja, organizuoja, koordinuoja, kontroliuoja ir vertina darbuotojų darbą, sprendžia pavaldžių darbuotojų užimtumo ir kitas dėl jų darbo kilusias problemas. Koordinuoja padalinio teikiamų paslaugų kokybę.","• bendradarbiauja su kitais vadovais, priežiūros institucijomis ir darbuotojais įvairiais verslo veiklos aspektais – nuo apskaitos ataskaitų rengimo iki ryšių su klientais užmezgimo; • vadovauja ir valdo pagal įmonės elgesio kodeksą; • nustato sveikatos ir saugos darbo vietoje išlaikymo ir gerinimo procedūras; • valdo darbuotojus, gerina jų veiklos rezultatus ir didina jų indėlį, planuoja jų darbą ir veiklą, duoda nurodymus, motyvuoja darbuotojus įgyvendinti įmonės tikslus; • parengia finansinį ir sandorių planus, teikia finansines konsultacijas.","• bendradarbiauti kasdienėje įmonės veikloje; • laikytis įmonės standartų; • planuoti sveikatos ir saugos procedūras; • vykdyti personalo valdymo veiklą; • rengti finansinį planą."
141103,"Mažosios apgyvendinimo įmonės (viešbučio, kempingo, motelio) vadovas","Organizuoja, koordinuoja ir kontroliuoja įmonės veiklą, formuoja personalą, kuria įmonės veiklos strategiją. Atsako už įmonės finansinę, ūkinę, socialinę veiklą, užtikrina klientų pasitenkinimą ir įmonės efektyvumą.","• koordinuoja kasdienę įmonės veiklą, kuri apima rezervacijas, registraciją ir aptarnavimą; • planuoja ir valdo išteklius, personalą, inventorių ir finansus; • rūpinasi klientų aptarnavimu ir jų poreikių tenkinimu; • skatina pardavimus ir plėtrą, įgyvendina rinkodaros strategijas; • užtikrina saugią ir teisėtą veiklą, laikosi reikalavimų.","• organizuoti įmonės veiklą, suderinti skirtingas sritis ir užtikrinti veiklos sklandumą bei rezultatų pasiekimą; • analizuoti rinkos tendencijas, identifikuoti galimas naujas verslo galimybes ir sudaryti veiksmingus plėtros planus; • kurti ir įgyvendinti rinkodaros strategijas, pritraukti klientus ir didinti pardavimus; • sukurti ir palaikyti gerus santykius su klientais, užtikrinti aukštą pasitenkinimo lygį; • prisitaikyti prie pokyčių ir įgyvendinti inovacijas įmonės veikloje.  "
141104,"Kambarių tarnybos vadovas","Vadovauja kambarių tarnybos darbuotojams ir atsako už kambarių tvarkymą viešbučiuose ar kitose viešosiose erdvėse. Organizuoja ir prižiūri kambarių valymo bei tvarkymo procesus, užtikrina patogų ir švarų klientų apgyvendinimą.","• planuoja ir paskirsto kambarių tarnybos personalo darbą; • tikrina kambarių švarą ir tvarką, užtikrina aukštą priežiūros standartą; • koordinuoja darbą su kitais viešbučio padaliniais, pavyzdžiui, priėmimo, maitinimo ir administracija; • moko naujus darbuotojus ir užtikrina tinkamą jų mokymą bei orientaciją; • rengia ataskaitas apie darbo procesus, švaros standartų laikymąsi ir pasiektus rezultatus.","• paskirstyti darbą, koordinuoti užduotis ir užtikrinti darbo procesų sklandumą; • žinoti, kaip tinkamai valyti ir prižiūrėti kambarius, kad būtų pasiektas aukščiausias švaros lygis; • informuoti įvairias suinteresuotąsias šalis ir su jomis bendrauti; • mokyti naujus darbuotojus kambarių valymo procedūrų, saugumo standartų ir viešbučio politikos; • valdyti viešbučio valdymo sistemas ir technologijas.  "
